v3id	name	type	v4id
GRMZM2G011932	ZmbZIP18	bZIP	Zm00001d039065
GRMZM2G395672	ZmMYB10	MYB	Zm00001d011645
GRMZM2G337892	ZmMADS17	M-type_MADS	Zm00001d006668
GRMZM2G059851	ZmHSF6	HSF	Zm00001d016674
GRMZM2G100107	ZmOrphan125	NA	Zm00001d020129
GRMZM2G375448	ZmCA5P6	NF-YC	Zm00001d012134
GRMZM2G430522	ZmNAC114	NAC	Zm00001d031463
GRMZM2G470974	ZmZHD10	ZF-HD	Zm00001d023286
GRMZM2G110579	ZmGRAS10	GRAS	Zm00001d017513
GRMZM2G148022	ZmTCP29	TCP	Zm00001d012725
GRMZM2G119133	ZmMYBR28	MYB_related	Zm00001d016784
GRMZM2G027697	ZmMYB86	MYB	Zm00001d017243
GRMZM2G408012	ZmGRAS39	GRAS	Zm00001d017129
GRMZM2G118047	ZmHSF28	HSF	Zm00001d046299
GRMZM2G008558	ZmGBP10	GeBP	Zm00001d037158
GRMZM2G132971	ZmHSF11	HSF	Zm00001d034433
GRMZM2G120320	ZmWRKY48	WRKY	Zm00001d015515
GRMZM2G141638	ZmEREB53	AP2	Zm00001d042492
GRMZM2G365688	ZmOrphan126	NA	Zm00001d044406
GRMZM2G342197	ZmOrphan127	NA	Zm00001d007264
GRMZM2G036351	ZmZIM4	NA	Zm00001d048263
GRMZM2G068504	ZmOrphan128	NA	NA
GRMZM2G085467	ZmbHLH146	bHLH	Zm00001d020932
GRMZM2G005284	ZmARF38	ARF	Zm00001d025871
GRMZM2G027688	ZmOrphan129	NA	Zm00001d000387
GRMZM2G015037	ZmTCP24	TCP	Zm00001d008919
GRMZM2G056572	ZmOrphan130	NA	Zm00001d001988
GRMZM2G089812	ZmCA5P11	NF-YC	Zm00001d028432
GRMZM2G142718	ZmDOF41	Dof	Zm00001d026628
GRMZM2G036349	ZmZIM6	NA	Zm00001d048264
GRMZM2G171600	ZmCAMTA3	CAMTA	Zm00001d042313
GRMZM2G353024	ZmOrphan131	NA	Zm00001d005051
GRMZM5G868355	ZmGRAS26	GRAS	Zm00001d048603
GRMZM2G324131	ZmGATA8	GATA	Zm00001d023541
GRMZM2G029850	ZmMYBR52	MYB_related	Zm00001d017642
GRMZM2G108272	ZmOrphan132	NA	Zm00001d047384
GRMZM2G169316	ZmMYB36	MYB	Zm00001d012379
GRMZM2G015021	ZmMYB16	MYB	Zm00001d052069
GRMZM2G168229	ZmSBP26	SBP	Zm00001d053756
GRMZM2G053298	ZmNLP13	Nin-like	Zm00001d021442
GRMZM2G166049	ZmOrphan133	NA	Zm00001d013094
GRMZM2G093020	ZmbZIP45	bZIP	Zm00001d030577
GRMZM2G180979	ZmC3H17	C3H	Zm00001d033610
GRMZM2G478417	ZmbZIP49	bZIP	Zm00001d031790
GRMZM2G109354	ZmSBP11	SBP	Zm00001d010309
GRMZM2G006352	ZmMYB24	MYB	Zm00001d011614
GRMZM2G100794	ZmC3H19	C3H	Zm00001d004651
GRMZM2G166041	ZmHB24	HD-ZIP	Zm00001d000303
GRMZM2G110541	ZmOrphan134	DBB	Zm00001d017412
GRMZM2G367834	ZmOrphan135	NA	Zm00001d006212
GRMZM2G078954	ZmNAC129	NAC	Zm00001d037315
GRMZM2G371058	ZmDOF20	Dof	Zm00001d038281
GRMZM2G336766	ZmbZIP50	bZIP	Zm00001d053703
GRMZM2G166035	ZmOrphan136	NA	Zm00001d000302
GRMZM2G444075	ZmOrphan137	NA	Zm00001d021714
GRMZM2G444073	ZmCADR5	NF-YB	Zm00001d049485
GRMZM2G159547	ZmMYB48	MYB	Zm00001d018097
GRMZM2G110531	ZmOrphan138	NA	Zm00001d032943
GRMZM2G160730	ZmEREB55	AP2	Zm00001d046621
AC234160.1_FG001	ZmOrphan139	NA	NA
GRMZM2G589696	ZmDOF43	Dof	Zm00001d051577
GRMZM2G018984	ZmEREB180	ERF	Zm00001d027925
GRMZM2G440949	ZmCA5P10	NF-YC	Zm00001d038557
GRMZM2G368909	ZmGRAS40	GRAS	Zm00001d034664
GRMZM2G085427	ZmMYBR59	MYB_related	Zm00001d028380
GRMZM2G178671	ZmWRKY54	NA	NA
GRMZM2G023291	ZmHB124	HB-other	Zm00001d033246
GRMZM2G437575	ZmOrphan140	NA	Zm00001d011132
GRMZM2G148693	ZmMADS10	MIKC_MADS	Zm00001d007949
GRMZM5G808366	ZmARF5	ARF	Zm00001d002929
GRMZM2G095899	ZmbHLH114	bHLH	Zm00001d033407
GRMZM2G095892	ZmOrphan141	NA	Zm00001d002630
GRMZM2G127379	ZmNAC25	NAC	Zm00001d023294
GRMZM2G371033	ZmSBP18	SBP	Zm00001d012015
GRMZM2G393433	ZmNAC119	NAC	Zm00001d035266
GRMZM2G180947	ZmCADR6	NF-YB	Zm00001d006813
GRMZM5G885274	ZmGRAS41	GRAS	Zm00001d048199
GRMZM2G438652	ZmbZIP51	bZIP	Zm00001d018729
GRMZM2G176489	ZmWRKY56	WRKY	Zm00001d039532
GRMZM2G083239	ZmMYB43	MYB	Zm00001d040426
GRMZM2G102938	ZmABI50	B3	Zm00001d035922
GRMZM2G007406	ZmEREB173	ERF	Zm00001d047860
GRMZM5G818101	ZmOrphan142	NA	Zm00001d009626
GRMZM2G169991	ZmMYBR30	MYB_related	Zm00001d019429
GRMZM2G108228	ZmTUB4	NA	Zm00001d002896
GRMZM2G034113	ZmHB126	HD-ZIP	Zm00001d006195
GRMZM2G045678	ZmDOF39	Dof	Zm00001d033325
GRMZM2G034110	ZmMYBR31	MYB_related	Zm00001d000184
GRMZM2G304573	ZmWRKY84	WRKY	Zm00001d011237
GRMZM2G118693	ZmMYBR64	MYB_related	Zm00001d051458
GRMZM2G118690	ZmBBR4	BBR-BPC	Zm00001d045477
GRMZM2G065896	ZmZIM2	GATA	Zm00001d013331
GRMZM2G149756	ZmEREB174	ERF	Zm00001d042717
GRMZM2G311059	ZmMYB68	MYB	Zm00001d026186
GRMZM2G033014	ZmNAC28	NAC	Zm00001d018702
GRMZM2G044576	ZmGATA13	GATA	Zm00001d012757
GRMZM2G159500	ZmNAC29	NAC	Zm00001d047554
GRMZM2G055413	ZmbZIP106	bZIP	Zm00001d036400
GRMZM2G072376	ZmbHLH56	bHLH	Zm00001d028504
GRMZM2G174284	ZmbZIP52	bZIP	Zm00001d028936
GRMZM2G173198	ZmCPP3	CPP	Zm00001d010713
GRMZM2G005207	ZmWRKY63	WRKY	Zm00001d023332
GRMZM2G075631	ZmOrphan143	NA	Zm00001d030848
GRMZM2G074543	ZmYAB9	YABBY	Zm00001d013895
GRMZM2G374986	ZmGLK30	G2-like	Zm00001d048448
GRMZM2G022162	ZmCA5P12	NF-YC	Zm00001d005993
GRMZM2G125162	ZmOrphan144	NA	Zm00001d049777
GRMZM2G158403	ZmHB40	NA	Zm00001d042228
GRMZM2G169966	ZmWRKY57	WRKY	Zm00001d038451
GRMZM2G303465	ZmCA3P1	NF-YB	Zm00001d042968
GRMZM2G303463	ZmbHLH59	bHLH	Zm00001d007536
GRMZM2G048910	ZmMYB106	MYB	Zm00001d037334
GRMZM2G100727	ZmEREB133	ERF	Zm00001d038320
GRMZM2G392306	ZmNLP14	Nin-like	Zm00001d044825
AC234164.1_FG004	ZmGRAS42	GRAS	Zm00001d045507
GRMZM2G380377	ZmEREB56	ERF	Zm00001d036003
GRMZM2G016756	ZmbHLH60	bHLH	Zm00001d013130
GRMZM2G373887	ZmOrphan147	NA	Zm00001d016370
GRMZM2G015666	ZmbHLH33	bHLH	Zm00001d005939
GRMZM2G091490	ZmNAC21	NAC	Zm00001d036050
GRMZM2G157306	ZmMYBR92	MYB_related	Zm00001d049581
GRMZM2G405368	ZmCOL1	CO-like	Zm00001d045735
GRMZM2G101806	ZmMYBR34	MYB_related	Zm00001d049319
GRMZM2G379179	ZmTHX8	Trihelix	Zm00001d031266
GRMZM2G064775	ZmZIM29	NA	Zm00001d014249
GRMZM2G126239	ZmHB46	HD-ZIP	Zm00001d044081
GRMZM2G325850	ZmGATA20	GATA	Zm00001d039113
GRMZM2G093660	ZmMYB93	MYB	Zm00001d037998
GRMZM2G166687	ZmTCP11	TCP	Zm00001d032217
GRMZM2G016749	ZmOrphan148	NA	Zm00001d000124
GRMZM2G169947	ZmbHLH83	bHLH	Zm00001d040152
GRMZM5G853066	ZmMADS64	M-type_MADS	Zm00001d013792
GRMZM5G818776	ZmbHLH61	bHLH	Zm00001d049721
GRMZM2G036966	ZmGBP15	GeBP	Zm00001d035234
GRMZM2G463133	ZmbHLH77	bHLH	Zm00001d011212
GRMZM2G100709	ZmGLK31	G2-like	Zm00001d036638
GRMZM2G116475	ZmOrphan149	NA	Zm00001d036418
GRMZM2G139963	ZmHB102	HD-ZIP	Zm00001d027852
GRMZM2G379167	ZmMYBR51	G2-like	Zm00001d018465
GRMZM2G144275	ZmbHLH136	bHLH	Zm00001d021019
GRMZM2G178603	ZmTCP16	TCP	Zm00001d017350
GRMZM2G109987	ZmHB133	HD-ZIP	Zm00001d048527
GRMZM2G155111	ZmOrphan150	NA	Zm00001d026535
GRMZM2G381441	ZmEREB58	ERF	Zm00001d034920
GRMZM2G073427	ZmbZIP111	bZIP	Zm00001d030995
GRMZM2G108892	ZmMYBR84	MYB_related	Zm00001d024627
GRMZM2G093647	ZmMYB71	MYB	Zm00001d037999
GRMZM2G423393	ZmABI26	B3	Zm00001d024354
GRMZM2G174240	ZmGBP16	GeBP	Zm00001d018198
GRMZM5G805026	ZmHB109	WOX	Zm00001d012516
GRMZM2G052102	ZmbZIP120	bZIP	Zm00001d053442
GRMZM2G124037	ZmEREB3	ERF	Zm00001d006169
GRMZM5G895672	ZmGRAS43	GRAS	Zm00001d048600
GRMZM2G061487	ZmEREB204	ERF	Zm00001d032295
GRMZM2G083886	ZmGBP17	GeBP	Zm00001d018208
GRMZM2G481163	ZmTHX4	Trihelix	Zm00001d029974
GRMZM2G064744	ZmMYB27	MYB	Zm00001d044538
AC200057.4_FG007	ZmbZIP47	bZIP	Zm00001d021189
GRMZM2G454449	ZmGLK32	G2-like	Zm00001d046981
GRMZM2G319187	ZmOrphan151	NA	Zm00001d011849
AC219020.4_FG002	ZmGLK33	G2-like	Zm00001d037015
GRMZM2G065829	ZmMYBR35	MYB_related	Zm00001d011297
GRMZM2G014534	ZmMYBR36	MYB_related	Zm00001d002482
GRMZM2G166642	ZmbHLH63	bHLH	Zm00001d047878
GRMZM2G108865	ZmDOF25	Dof	Zm00001d034163
GRMZM5G837876	ZmEREB59	ERF	Zm00001d049058
GRMZM2G124011	ZmEREB65	ERF	Zm00001d006170
GRMZM2G015610	ZmOrphan152	NA	Zm00001d003509
GRMZM2G434203	ZmEREB10	ERF	Zm00001d017591
GRMZM2G474656	ZmHB47	HB-PHD	Zm00001d038811
GRMZM2G133398	ZmABI1	B3	Zm00001d042396
GRMZM2G173124	ZmC3H47	C3H	Zm00001d008812
GRMZM2G063632	ZmZIM7	NA	Zm00001d013855
GRMZM2G091433	ZmCA5P9	NF-YC	Zm00001d052621
GRMZM2G033656	ZmEREB150	ERF	Zm00001d031501
GRMZM2G062541	ZmbHLH117	bHLH	Zm00001d024783
GRMZM2G106673	ZmABI14	B3	Zm00001d049369
GRMZM2G117513	ZmZIM24	NA	Zm00001d029448
GRMZM5G834596	ZmOrphan153	DBB	Zm00001d039437
GRMZM2G041223	ZmGRF8	GRF	Zm00001d002429
AC208663.3_FG002	ZmNAC34	NAC	Zm00001d003080
GRMZM2G081671	ZmGLK34	G2-like	Zm00001d046947
GRMZM2G300125	ZmOrphan154	NA	Zm00001d011495
GRMZM5G891280	ZmMADS70	M-type_MADS	Zm00001d039080
GRMZM2G080583	ZmTHX17	Trihelix	Zm00001d043902
GRMZM2G059167	ZmMYBR38	MYB_related	Zm00001d016784
GRMZM2G024976	ZmARID6	NA	Zm00001d016456
GRMZM2G145300	ZmOrphan155	NA	Zm00001d041395
GRMZM2G024973	ZmGRAS44	GRAS	Zm00001d013465
GRMZM2G011236	ZmEREB62	ERF	Zm00001d006653
AC177924.2_FG001	ZmbHLH4	bHLH	Zm00001d003964
GRMZM2G359599	ZmTCP13	TCP	Zm00001d048591
GRMZM2G153594	ZmOrphan156	CAMTA	Zm00001d030518
GRMZM2G050590	ZmE2F5	E2F/DP	Zm00001d004512
GRMZM5G846506	ZmGLK35	G2-like	Zm00001d005087
GRMZM2G155767	ZmOrphan157	NA	Zm00001d033786
GRMZM5G891266	ZmOrphan158	NA	Zm00001d027572
GRMZM5G805685	ZmABI41	B3	Zm00001d023446
GRMZM2G040115	ZmOrphan159	NA	Zm00001d001858
GRMZM2G172001	ZmALF8	NA	Zm00001d012196
GRMZM2G023872	ZmGRAS20	GRAS	Zm00001d009646
GRMZM2G311665	ZmC3H20	NA	Zm00001d022427
GRMZM2G099593	ZmWRKY24	WRKY	Zm00001d005057
GRMZM2G079365	ZmbZIP110	bZIP	Zm00001d053162
GRMZM2G078274	ZmARF3	ARF	Zm00001d001879
GRMZM2G005815	ZmHSF3	HSF	Zm00001d044259
GRMZM2G389557	ZmNAC127	NAC	Zm00001d014843
GRMZM2G125777	ZmNAC12	NAC	Zm00001d049913
GRMZM2G113127	ZmCA5P13	NF-YC	Zm00001d031310
GRMZM2G048295	ZmMYB72	MYB	Zm00001d003064
GRMZM2G033612	ZmOrphan160	NA	Zm00001d013555
GRMZM5G865626	ZmCA2P9	NF-YA	Zm00001d033773
GRMZM2G134439	ZmTHX13	Trihelix	Zm00001d015605
GRMZM2G157927	ZmC3H21	C3H	Zm00001d044074
GRMZM2G024948	ZmABI16	B3	Zm00001d017618
GRMZM2G451116	ZmMYBR39	MYB_related	Zm00001d044118
GRMZM2G338259	ZmARF10	ARF	Zm00001d042267
GRMZM2G049378	ZmMYBR115	MYB_related	Zm00001d011515
GRMZM5G826979	ZmOrphan161	NA	Zm00001d035492
GRMZM2G061408	ZmWRKY121	WRKY	Zm00001d020137
GRMZM2G099577	ZmMADS47	M-type_MADS	Zm00001d046053
GRMZM2G048281	ZmOrphan162	NA	Zm00001d013741
GRMZM2G060319	ZmTCP15	TCP	Zm00001d050389
GRMZM2G361847	ZmbZIP54	bZIP	Zm00001d022542
GRMZM2G361842	ZmCA2P8	NF-YA	Zm00001d022109
GRMZM2G386276	ZmHB118	HD-ZIP	Zm00001d043231
GRMZM2G028054	ZmMYB74	MYB	Zm00001d012544
GRMZM2G001447	ZmOrphan163	NA	Zm00001d044598
GRMZM2G386273	ZmbZIP55	bZIP	Zm00001d013172
GRMZM2G133331	ZmbZIP57	bZIP	Zm00001d037317
GRMZM2G088005	ZmMYBR40	MYB_related	Zm00001d013777
GRMZM2G703514	ZmOrphan164	AP2	Zm00001d028066
GRMZM2G154641	ZmHB48	HB-other	Zm00001d042864
GRMZM2G319104	ZmOrphan165	NA	Zm00001d035776
GRMZM2G010100	ZmEREB142	ERF	Zm00001d033353
GRMZM2G124663	ZmCADR7	NF-YB	Zm00001d051697
GRMZM2G050550	ZmMYB153	MYB	Zm00001d019712
GRMZM2G175955	ZmbHLH64	bHLH	Zm00001d031260
GRMZM2G082709	ZmNAC43	NAC	Zm00001d030023
GRMZM2G098474	ZmOrphan166	NA	Zm00001d017307
GRMZM2G030325	ZmNAC54	NAC	Zm00001d035076
GRMZM2G422205	ZmC3H22	C3H	Zm00001d044481
GRMZM2G028041	ZmHB132	TALE	Zm00001d018742
GRMZM2G127924	ZmOrphan167	NA	Zm00001d050959
GRMZM5G863420	ZmWRKY82	WRKY	Zm00001d038843
GRMZM2G173771	ZmEREB7	ERF	Zm00001d052167
GRMZM2G126834	ZmARR1	ARR-B	Zm00001d048046
GRMZM2G052720	ZmEREB98	ERF	Zm00001d053859
GRMZM2G126832	ZmOrphan168	NA	Zm00001d020053
GRMZM2G102255	ZmOrphan169	NA	Zm00001d039163
GRMZM2G179069	ZmDOF35	Dof	Zm00001d035651
GRMZM2G059102	ZmMADS68	MIKC_MADS	Zm00001d027957
GRMZM2G028039	ZmGRAS45	GRAS	Zm00001d048199
GRMZM2G001426	ZmGRAS46	GRAS	Zm00001d044065
GRMZM2G126827	ZmSBP12	SBP	Zm00001d015410
GRMZM2G443509	ZmOrphan170	NA	Zm00001d025323
GRMZM2G080516	ZmEREB2	ERF	Zm00001d026191
GRMZM2G132223	ZmEREB29	ERF	Zm00001d012584
GRMZM2G077147	ZmMYB77	MYB	Zm00001d033815
GRMZM2G337139	ZmOrphan171	NA	Zm00001d031549
GRMZM2G301860	ZmEREB122	ERF	Zm00001d045204
GRMZM2G441325	ZmARF23	ARF	Zm00001d038698
GRMZM2G307152	ZmEREB63	ERF	Zm00001d042593
GRMZM2G017187	ZmABI17	ARF	Zm00001d003601
GRMZM2G068476	ZmC3H51	C3H	Zm00001d033553
GRMZM2G123550	ZmOrphan172	NA	Zm00001d014074
GRMZM2G039586	ZmGATA29	GATA	Zm00001d046354
GRMZM2G080509	ZmZIM20	GATA	Zm00001d036494
GRMZM2G126817	ZmNAC39	NAC	Zm00001d048347
GRMZM2G150262	ZmC3H14	C3H	Zm00001d026587
GRMZM2G023813	ZmARF31	ARF	Zm00001d026687
GRMZM2G150260	ZmMYBR41	MYB_related	Zm00001d044117
GRMZM2G378665	ZmE2F7	E2F/DP	Zm00001d017986
GRMZM2G089782	ZmGRAS47	GRAS	Zm00001d041498
GRMZM2G179049	ZmNAC35	NAC	Zm00001d006106
GRMZM2G469012	ZmOrphan173	NA	Zm00001d009364
GRMZM2G442404	ZmOrphan174	NA	Zm00001d016106
GRMZM2G072926	ZmEREB176	ERF	Zm00001d051355
AC193630.3_FG003	ZmWRKY39	WRKY	Zm00001d045375
GRMZM2G098443	ZmABI42	B3	Zm00001d010077
GRMZM2G098442	ZmOrphan175	DBB	Zm00001d025957
GRMZM2G174834	ZmEREB20	AP2	Zm00001d052405
GRMZM2G478396	ZmHB19	WOX	Zm00001d012330
GRMZM2G369993	ZmMYBR42	MYB_related	Zm00001d030738
GRMZM2G126808	ZmHB45	HD-ZIP	Zm00001d028304
GRMZM2G462623	ZmE2F9	E2F/DP	Zm00001d011597
GRMZM2G172657	ZmGRAS19	GRAS	Zm00001d021973
GRMZM2G009598	ZmEREB159	ERF	Zm00001d034605
GRMZM2G104400	ZmNAC38	NAC	Zm00001d010227
GRMZM2G103315	ZmTHX11	NA	NA
GRMZM2G126802	ZmOrphan176	NA	Zm00001d048352
GRMZM2G160005	ZmARF27	ARF	Zm00001d045026
GRMZM2G143765	ZmWRKY62	WRKY	Zm00001d035323
GRMZM2G171569	ZmEREB64	ERF	Zm00001d019216
GRMZM2G115960	ZmbHLH68	bHLH	Zm00001d040536
GRMZM2G378653	ZmbHLH69	bHLH	Zm00001d046759
GRMZM2G077124	ZmbZIP92	bZIP	Zm00001d022550
GRMZM2G114873	ZmbHLH132	bHLH	Zm00001d042482
GRMZM2G050512	ZmOrphan177	NA	Zm00001d034109
GRMZM2G094081	ZmVOZ3	VOZ	Zm00001d041158
GRMZM2G099522	ZmMADS14	MIKC_MADS	Zm00001d028217
GRMZM5G882527	ZmbHLH173	bHLH	Zm00001d031665
GRMZM2G428184	ZmbZIP114	bZIP	Zm00001d027461
GRMZM2G018254	ZmGRAS48	GRAS	Zm00001d048588
GRMZM5G898290	ZmNAC40	NAC	Zm00001d050893
GRMZM2G440219	ZmNAC46	NAC	Zm00001d045600
GRMZM2G097349	ZmHB49	HD-ZIP	Zm00001d033005
AC209050.3_FG003	ZmWRKY114	WRKY	Zm00001d036726
GRMZM2G400489	ZmMYBR2	MYB_related	Zm00001d008198
GRMZM2G016079	ZmEREB169	ERF	Zm00001d031498
GRMZM5G870592	ZmMYB80	MYB	Zm00001d034467
GRMZM2G173734	ZmOrphan178	NA	Zm00001d040883
GRMZM2G038479	ZmbHLH8	bHLH	Zm00001d052728
GRMZM2G451771	ZmDOF15	Dof	Zm00001d024790
GRMZM2G102218	ZmYAB7	YABBY	Zm00001d048083
GRMZM2G125704	ZmGLK36	G2-like	Zm00001d002439
GRMZM2G113779	ZmSBP13	SBP	Zm00001d006451
GRMZM2G019335	ZmOrphan179	DBB	Zm00001d051018
GRMZM2G036297	ZmSBP15	SBP	Zm00001d002005
GRMZM2G169270	ZmSBP16	SBP	Zm00001d031487
GRMZM2G179024	ZmOrphan180	NA	Zm00001d021291
GRMZM2G021610	ZmOrphan181	NA	Zm00001d006614
GRMZM2G318689	ZmOrphan182	NA	Zm00001d053594
GRMZM2G152415	ZmMADS60	M-type_MADS	Zm00001d044850
GRMZM2G112681	ZmNAC47	NAC	Zm00001d008817
GRMZM2G328438	ZmZHD11	ZF-HD	Zm00001d009674
GRMZM2G058690	ZmOrphan183	NA	Zm00001d010795
GRMZM5G813892	ZmMYBR43	MYB_related	Zm00001d029875
GRMZM2G041839	ZmEREB66	ERF	Zm00001d017478
GRMZM2G317596	ZmEREB165	ERF	Zm00001d039019
GRMZM2G149040	ZmbZIP58	bZIP	Zm00001d022442
GRMZM2G042920	ZmbHLH7	bHLH	Zm00001d026317
GRMZM2G477287	ZmEREB188	ERF	Zm00001d029679
GRMZM2G327349	ZmWRKY99	WRKY	Zm00001d040554
GRMZM2G094067	ZmNAC133	NAC	Zm00001d016814
GRMZM2G036288	ZmZIM14	NA	Zm00001d048268
GRMZM2G307119	ZmEREB151	ERF	Zm00001d022488
GRMZM2G114850	ZmNAC108	NAC	Zm00001d041472
GRMZM2G008482	ZmOrphan184	NA	Zm00001d049651
GRMZM2G139284	ZmMYB70	MYB	Zm00001d022227
GRMZM2G167088	ZmMYB82	MYB	Zm00001d046518
GRMZM2G069525	ZmGLK37	G2-like	Zm00001d002649
GRMZM2G306024	ZmOrphan185	NA	Zm00001d034151
GRMZM2G017142	ZmALF9	NA	Zm00001d010834
GRMZM2G317584	ZmEIL9	EIL	Zm00001d047563
GRMZM2G040736	ZmOrphan186	NA	Zm00001d001865
GRMZM2G120246	ZmOrphan187	NA	Zm00001d050614
GRMZM2G172621	ZmABI39	B3	Zm00001d007173
GRMZM5G868285	ZmOrphan188	NA	Zm00001d012441
GRMZM2G086474	ZmbHLH134	bHLH	Zm00001d026046
GRMZM2G041818	ZmGBP3	GeBP	Zm00001d033706
GRMZM2G397755	ZmbHLH70	bHLH	Zm00001d039459
GRMZM2G150213	ZmOrphan189	NA	Zm00001d047239
GRMZM2G301803	ZmOrphan190	NA	Zm00001d035208
GRMZM2G133972	ZmHB50	WOX	Zm00001d011537
GRMZM2G089736	ZmZIM23	NA	Zm00001d022139
GRMZM2G160687	ZmMADS2	MIKC_MADS	Zm00001d041781
GRMZM2G011832	ZmDOF32	Dof	Zm00001d033093
GRMZM2G113742	ZmGLK38	G2-like	Zm00001d032384
AC205562.3_FG002	ZmWRKY97	WRKY	Zm00001d050247
GRMZM2G016039	ZmbHLH174	bHLH	NA
GRMZM5G812774	ZmBZR1	BES1	Zm00001d046305
GRMZM2G480621	ZmCA3P2	NF-YB	Zm00001d001775
GRMZM2G143718	ZmOrphan191	DBB	Zm00001d021278
GRMZM5G821439	ZmGRAS49	GRAS	Zm00001d006551
GRMZM2G114820	ZmEREB67	ERF	Zm00001d047339
GRMZM2G401521	ZmWRKY100	WRKY	Zm00001d038761
GRMZM2G339957	ZmTHX6	Trihelix	Zm00001d011730
GRMZM2G159475	ZmGRAS50	GRAS	Zm00001d041536
GRMZM2G016020	ZmMYBR44	MYB_related	Zm00001d028851
GRMZM2G132868	ZmbZIP116	bZIP	Zm00001d010168
GRMZM2G531231	ZmMADS61	M-type_MADS	Zm00001d045231
GRMZM2G077789	ZmMYB85	MYB	Zm00001d038338
GRMZM2G004090	ZmMYB87	MYB	Zm00001d046519
GRMZM2G009530	ZmGATA9	GATA	Zm00001d031135
GRMZM2G470857	ZmMADS57	NA	NA
GRMZM2G035156	ZmbHLH74	bHLH	Zm00001d027855
GRMZM2G477238	ZmGLK39	G2-like	Zm00001d016175
GRMZM2G368838	ZmEREB68	ERF	Zm00001d002620
GRMZM2G395549	ZmbHLH75	bHLH	Zm00001d041350
GRMZM2G084264	ZmEREB27	ERF	Zm00001d037165
GRMZM2G396632	ZmbZIP59	bZIP	Zm00001d037360
GRMZM2G112629	ZmbHLH76	bHLH	Zm00001d040148
GRMZM2G060918	ZmWRKY65	WRKY	Zm00001d047574
GRMZM2G416184	ZmOrphan192	NA	Zm00001d020512
GRMZM2G163914	ZmNAC117	NAC	Zm00001d045617
GRMZM2G159456	ZmbHLH84	bHLH	Zm00001d027859
GRMZM2G027563	ZmbHLH87	bHLH	Zm00001d020490
GRMZM2G054277	ZmNAC63	NAC	Zm00001d021069
GRMZM2G343157	ZmZIM26	NA	Zm00001d027899
GRMZM2G137046	ZmbZIP61	bZIP	Zm00001d015743
GRMZM2G005155	ZmMADS9	MIKC_MADS	Zm00001d002332
AC233912.1_FG001	ZmMADS21	MIKC_MADS	Zm00001d019189
GRMZM2G465287	ZmOrphan193	NA	Zm00001d047732
GRMZM2G437481	ZmbHLH133	bHLH	Zm00001d025727
GRMZM2G004060	ZmWRKY15	WRKY	Zm00001d023615
GRMZM2G077755	ZmTCP26	TCP	Zm00001d018045
GRMZM2G101769	ZmZIM12	NA	Zm00001d006860
GRMZM2G383594	ZmWRKY60	WRKY	Zm00001d030139
GRMZM2G167018	ZmNAC110	NAC	Zm00001d024268
GRMZM2G057529	ZmOrphan194	NA	Zm00001d048369
GRMZM2G415077	ZmMYBR45	MYB_related	Zm00001d034945
GRMZM2G074489	ZmOrphan195	NA	Zm00001d024325
GRMZM2G108147	ZmDBP1	NA	Zm00001d052018
GRMZM2G149683	ZmWRKY47	WRKY	Zm00001d011403
GRMZM2G126194	ZmABI21	B3	Zm00001d025233
GRMZM2G338829	ZmZIM9	NA	Zm00001d035382
GRMZM2G305582	ZmC3H31	C3H	Zm00001d024534
GRMZM2G159431	ZmHB51	TALE	Zm00001d027431
GRMZM2G102845	ZmARF20	ARF	Zm00001d015243
GRMZM2G332294	ZmbZIP62	bZIP	Zm00001d031697
GRMZM2G435294	ZmOrphan197	NA	Zm00001d044819
GRMZM2G076657	ZmWRKY58	WRKY	Zm00001d041740
GRMZM2G054252	ZmNAC48	NAC	Zm00001d031655
GRMZM2G048850	ZmGATA33	GATA	Zm00001d023540
GRMZM2G018876	ZmOrphan198	DBB	Zm00001d003195
GRMZM5G828487	ZmOrphan199	NA	Zm00001d037688
GRMZM5G879778	ZmGATA14	GATA	Zm00001d053949
GRMZM2G180847	ZmbZIP65	bZIP	Zm00001d006127
GRMZM2G075562	ZmCOL5	CO-like	Zm00001d017885
GRMZM2G111504	ZmbZIP69	bZIP	Zm00001d017260
GRMZM2G028622	ZmHB122	WOX	Zm00001d026537
GRMZM2G125095	ZmABI34	B3	Zm00001d029749
GRMZM2G119693	ZmMYB91	MYB	Zm00001d009435
GRMZM2G437460	ZmARF12	ARF	Zm00001d043922
GRMZM2G459864	ZmMADS33	M-type_MADS	Zm00001d024389
GRMZM2G475017	ZmC3H23	C3H	Zm00001d008323
GRMZM2G078820	ZmMYB158	MYB	Zm00001d036768
GRMZM2G475014	ZmNAC50	NAC	Zm00001d031164
AC187157.4_FG005	ZmHB52	HD-ZIP	Zm00001d008869
GRMZM2G019956	ZmABI18	B3	Zm00001d013723
AC187157.4_FG001	ZmEREB186	ERF	Zm00001d008872
GRMZM2G551402	ZmOrphan200	NA	Zm00001d052943
GRMZM2G005126	ZmC3H24	C3H	Zm00001d024703
GRMZM2G334457	ZmOrphan201	NA	Zm00001d008429
GRMZM5G849788	ZmC3H25	C3H	Zm00001d016836
GRMZM2G126170	ZmHB55	HB-other	Zm00001d020046
GRMZM2G110402	ZmC3H26	C3H	Zm00001d036796
GRMZM2G158328	ZmWRKY40	WRKY	Zm00001d043062
GRMZM2G107031	ZmTCP21	TCP	Zm00001d031725
