TF_ID	Gene_ID	Family	rapdb
LOC_Os06g05380.1	LOC_Os06g05380	WRKY	Os06g0146250
LOC_Os06g06360.1	LOC_Os06g06360	WRKY	Os06g0158100
LOC_Os06g06900.1	LOC_Os06g06900	bHLH	Os06g0164400
LOC_Os06g07010.1	LOC_Os06g07010	FAR1	Os06g0166100
LOC_Os06g07010.2	LOC_Os06g07010	FAR1	Os06g0166100
LOC_Os06g08500.1	LOC_Os06g08500	bHLH	Os06g0184000
LOC_Os06g09370.1	LOC_Os06g09370	bHLH	Os06g0193400
LOC_Os06g09370.2	LOC_Os06g09370	bHLH	Os06g0193400
LOC_Os06g09370.3	LOC_Os06g09370	bHLH	Os06g0193400
LOC_Os06g10710.1	LOC_Os06g10710	GeBP	Os06g0209500
LOC_Os06g10820.1	LOC_Os06g10820	bHLH	Os06g0210600
LOC_Os06g10880.1	LOC_Os06g10880	bZIP	Os06g0211200
LOC_Os06g10880.2	LOC_Os06g10880	bZIP	Os06g0211200
LOC_Os06g10880.3	LOC_Os06g10880	bZIP	Os06g0211200
LOC_Os06g10900.1	LOC_Os06g10900	GRAS	Os06g0211500
LOC_Os06g12210.1	LOC_Os06g12210	bHLH	Os06g0226500
LOC_Os06g12230.1	LOC_Os06g12230	TCP	Os06g0226700
LOC_Os06g12360.1	LOC_Os06g12360	Nin-like	Os06g0228900
LOC_Os06g12360.1	LOC_Os06g12360	Nin-like	Os06g0228950
LOC_Os06g13670.1	LOC_Os06g13670	E2F/DP	Os06g0245900
LOC_Os06g13740.1	LOC_Os06g13740	FAR1	Os06g0246700
LOC_Os06g13900.1	LOC_Os06g13900	FAR1	Os06g0249000
LOC_Os06g14190.1	LOC_Os06g14190	NF-X1	Os06g0252300
LOC_Os06g15480.1	LOC_Os06g15480	bZIP	Os06g0265400
LOC_Os06g15480.2	LOC_Os06g15480	bZIP	Os06g0265400
LOC_Os06g16400.1	LOC_Os06g16400	bHLH	Os06g0275600
LOC_Os06g16400.2	LOC_Os06g16400	bHLH	Os06g0275600
LOC_Os06g17410.1	LOC_Os06g17410	Dof	Os06g0284500
LOC_Os06g17480.1	LOC_Os06g17480	NF-YB	Os06g0285200
LOC_Os06g22670.1	LOC_Os06g22670	CPP	Os06g0332700
LOC_Os06g23030.1	LOC_Os06g23030	ZF-HD	Os06g0337200
LOC_Os06g23650.1	LOC_Os06g23650	NAC	Os06g0344900
LOC_Os06g25610.1	LOC_Os06g25610	FAR1	Os06g0362000
LOC_Os06g28150.1	LOC_Os06g28150	FAR1	Os06g0475650
LOC_Os06g28150.1	LOC_Os06g28150	FAR1	Os06g0475800
LOC_Os06g30090.1	LOC_Os06g30090	bHLH	Os06g0496400
LOC_Os06g30860.1	LOC_Os06g30860	WRKY	Os06g0504900
LOC_Os06g32530.1	LOC_Os06g32530	FAR1	Os06g0517100
LOC_Os06g32530.1	LOC_Os06g32530	FAR1	Os06g0517150
LOC_Os06g33450.1	LOC_Os06g33450	bHLH	Os06g0526100
LOC_Os06g33450.2	LOC_Os06g33450	bHLH	Os06g0526100
LOC_Os06g33940.1	LOC_Os06g33940	NAC	Os06g0530400
LOC_Os06g35900.1	LOC_Os06g35900	BES1	Os06g0552300
LOC_Os06g35960.1	LOC_Os06g35960	HSF	Os06g0553100
LOC_Os06g36480.1	LOC_Os06g36480	NAC	Os06g0560300
LOC_Os06g36930.1	LOC_Os06g36930	HSF	Os06g0565200
LOC_Os06g36970.1	LOC_Os06g36970	FAR1	None
LOC_Os06g37410.1	LOC_Os06g37410	bHLH	Os06g0570900
LOC_Os06g37450.1	LOC_Os06g37450	GATA	Os06g0571800
LOC_Os06g39090.1	LOC_Os06g39090	FAR1	None
LOC_Os06g39680.1	LOC_Os06g39680	FAR1	Os06g0597800
LOC_Os06g39960.1	LOC_Os06g39960	bZIP	Os06g0601500
LOC_Os06g40780.1	LOC_Os06g40780	GRAS	Os06g0610300
LOC_Os06g40780.1	LOC_Os06g40780	GRAS	Os06g0610350
LOC_Os06g41100.1	LOC_Os06g41100	bZIP	Os06g0614100
LOC_Os06g41770.1	LOC_Os06g41770	bZIP	Os06g0622700
LOC_Os06g42140.1	LOC_Os06g42140	bZIP	Os06g0626801
LOC_Os06g42420.1	LOC_Os06g42420	FAR1	None
LOC_Os06g42520.1	LOC_Os06g42520	FAR1	None
LOC_Os06g42690.1	LOC_Os06g42690	bZIP	None
LOC_Os06g43870.2	LOC_Os06g43870	bZIP	Os06g0646700
LOC_Os06g44010.1	LOC_Os06g44010	WRKY	Os06g0649000
LOC_Os06g44860.1	LOC_Os06g44860	SBP	Os06g0659100
LOC_Os06g45140.1	LOC_Os06g45140	bZIP	Os06g0662200
LOC_Os06g45140.2	LOC_Os06g45140	bZIP	Os06g0662200
LOC_Os06g45140.3	LOC_Os06g45140	bZIP	Os06g0662200
LOC_Os06g45310.1	LOC_Os06g45310	SBP	Os06g0663500
LOC_Os06g45640.1	LOC_Os06g45640	NF-YC	Os06g0667100
LOC_Os06g46270.1	LOC_Os06g46270	NAC	Os06g0675600
LOC_Os06g48534.1	LOC_Os06g48534	GATA	Os06g0698900
LOC_Os06g49010.1	LOC_Os06g49010	SBP	Os06g0703500
LOC_Os06g49010.2	LOC_Os06g49010	SBP	Os06g0703500
LOC_Os06g49010.3	LOC_Os06g49010	SBP	Os06g0703500
LOC_Os06g49010.4	LOC_Os06g49010	SBP	Os06g0703500
LOC_Os06g49010.5	LOC_Os06g49010	SBP	Os06g0703500
LOC_Os06g49010.6	LOC_Os06g49010	SBP	Os06g0703500
LOC_Os06g49550.1	LOC_Os06g49550	FAR1	Os06g0709400
LOC_Os06g49830.1	LOC_Os06g49830	SRS	Os06g0712600
LOC_Os06g50310.1	LOC_Os06g50310	bZIP	Os06g0716800
LOC_Os06g50480.1	LOC_Os06g50480	bZIP	Os06g0719500
LOC_Os06g50600.1	LOC_Os06g50600	bZIP	Os06g0720900
LOC_Os06g50600.2	LOC_Os06g50600	bZIP	Os06g0720900
LOC_Os06g50830.1	LOC_Os06g50830	bZIP	Os06g0724000
LOC_Os06g50830.2	LOC_Os06g50830	bZIP	Os06g0724000
LOC_Os06g50900.1	LOC_Os06g50900	bHLH	Os06g0724800
LOC_Os06g51070.1	LOC_Os06g51070	NAC	Os06g0726300
LOC_Os07g01270.1	LOC_Os07g01270	FAR1	Os07g0102700
LOC_Os07g02060.1	LOC_Os07g02060	WRKY	Os07g0111400
LOC_Os07g03220.1	LOC_Os07g03220	bZIP	Os07g0124300
LOC_Os07g04560.1	LOC_Os07g04560	NAC	Os07g0138200
LOC_Os07g05010.1	LOC_Os07g05010	bHLH	Os07g0143200
LOC_Os07g05010.2	LOC_Os07g05010	bHLH	Os07g0143200
LOC_Os07g05010.3	LOC_Os07g05010	bHLH	Os07g0143200
LOC_Os07g05720.1	LOC_Os07g05720	TCP	Os07g0152000
LOC_Os07g06470.1	LOC_Os07g06470	NF-YA	Os07g0158500
LOC_Os07g06470.2	LOC_Os07g06470	NF-YA	Os07g0158500
LOC_Os07g06620.1	LOC_Os07g06620	YABBY	Os07g0160100
LOC_Os07g06620.2	LOC_Os07g06620	YABBY	Os07g0160100
LOC_Os07g06620.3	LOC_Os07g06620	YABBY	Os07g0160100
LOC_Os07g06620.4	LOC_Os07g06620	YABBY	Os07g0160100
LOC_Os07g07974.1	LOC_Os07g07974	CPP	Os07g0176200
LOC_Os07g08140.1	LOC_Os07g08140	HSF	Os07g0178600
LOC_Os07g08420.1	LOC_Os07g08420	bZIP	Os07g0182000
LOC_Os07g09590.1	LOC_Os07g09590	bHLH	Os07g0193800
LOC_Os07g09740.1	LOC_Os07g09740	NAC	Os07g0195600
LOC_Os07g09830.1	LOC_Os07g09830	NAC	Os07g0196500
LOC_Os07g09860.1	LOC_Os07g09860	NAC	Os07g0196800
LOC_Os07g10890.1	LOC_Os07g10890	bZIP	Os07g0209800
LOC_Os07g10890.2	LOC_Os07g10890	bZIP	Os07g0209800
LOC_Os07g12210.1	LOC_Os07g12210	EIL	Os07g0223600
LOC_Os07g12340.1	LOC_Os07g12340	NAC	Os07g0225300
LOC_Os07g13260.1	LOC_Os07g13260	Dof	Os07g0236700
LOC_Os07g13920.1	LOC_Os07g13920	NAC	Os07g0242800
LOC_Os07g16330.1	LOC_Os07g16330	GRAS	Os07g0266800
LOC_Os07g17160.1	LOC_Os07g17160	EIL	Os07g0272500
LOC_Os07g17180.1	LOC_Os07g17180	NAC	Os07g0272700
LOC_Os07g18840.1	LOC_Os07g18840	FAR1	None
LOC_Os07g27330.1	LOC_Os07g27330	NAC	Os07g0456900
LOC_Os07g27340.1	LOC_Os07g27340	NAC	Os07g0457100
LOC_Os07g27670.1	LOC_Os07g27670	WRKY	Os07g0460900
LOC_Os07g27770.1	LOC_Os07g27770	FAR1	Os07g0461700
LOC_Os07g27800.1	LOC_Os07g27800	FAR1	None
LOC_Os07g30774.1	LOC_Os07g30774	CAMTA	Os07g0490200
LOC_Os07g31400.1	LOC_Os07g31400	FAR1	Os07g0496300
LOC_Os07g31410.1	LOC_Os07g31410	NAC	None
LOC_Os07g31420.1	LOC_Os07g31420	FAR1	Os07g0496600
LOC_Os07g31420.2	LOC_Os07g31420	FAR1	Os07g0496600
LOC_Os07g32110.1	LOC_Os07g32110	FAR1	Os07g0504400
LOC_Os07g32170.1	LOC_Os07g32170	SBP	Os07g0505200
LOC_Os07g32510.1	LOC_Os07g32510	Dof	Os07g0508700
LOC_Os07g32510.1	LOC_Os07g32510	Dof	Os07g0508900
LOC_Os07g35870.1	LOC_Os07g35870	bHLH	Os07g0543000
LOC_Os07g35870.2	LOC_Os07g35870	bHLH	Os07g0543000
LOC_Os07g36170.1	LOC_Os07g36170	GRAS	Os07g0545800
LOC_Os07g36170.2	LOC_Os07g36170	GRAS	Os07g0545800
LOC_Os07g36460.1	LOC_Os07g36460	bHLH	Os07g0549600
LOC_Os07g37630.1	LOC_Os07g37630	FAR1	Os07g0563600
LOC_Os07g37920.1	LOC_Os07g37920	NAC	Os07g0566500
LOC_Os07g38030.1	LOC_Os07g38030	GRAS	Os07g0567700
LOC_Os07g38410.1	LOC_Os07g38410	YABBY	Os07g0571800
LOC_Os07g39220.1	LOC_Os07g39220	BES1	Os07g0580500
LOC_Os07g39470.1	LOC_Os07g39470	GRAS	Os07g0583600
LOC_Os07g39480.1	LOC_Os07g39480	WRKY	Os07g0583700
LOC_Os07g39800.1	LOC_Os07g39800	HRT-like	Os07g0586700
LOC_Os07g39820.1	LOC_Os07g39820	GRAS	Os07g0586900
LOC_Os07g39940.1	LOC_Os07g39940	bHLH	Os07g0588400
LOC_Os07g40000.1	LOC_Os07g40000	LBD	Os07g0589000
LOC_Os07g40020.1	LOC_Os07g40020	GRAS	Os07g0589200
LOC_Os07g40570.1	LOC_Os07g40570	WRKY	Os07g0596900
LOC_Os07g41580.1	LOC_Os07g41580	NF-YB	Os07g0606600
LOC_Os07g41720.1	LOC_Os07g41720	NF-YA	Os07g0608200
LOC_Os07g41720.2	LOC_Os07g41720	NF-YA	Os07g0608200
LOC_Os07g42400.1	LOC_Os07g42400	FAR1	Os07g0615900
LOC_Os07g42400.2	LOC_Os07g42400	FAR1	Os07g0615900
LOC_Os07g43030.1	LOC_Os07g43030	CAMTA	Os07g0623100
LOC_Os07g43530.1	LOC_Os07g43530	bHLH	Os07g0628500
LOC_Os07g43530.2	LOC_Os07g43530	bHLH	Os07g0628500
LOC_Os07g44200.1	LOC_Os07g44200	GeBP	Os07g0636100
LOC_Os07g44690.1	LOC_Os07g44690	HSF	Os07g0640900
LOC_Os07g44950.1	LOC_Os07g44950	bZIP	Os07g0644100
LOC_Os07g45450.1	LOC_Os07g45450	FAR1	None
LOC_Os07g48180.1	LOC_Os07g48180	bZIP	Os07g0679500
LOC_Os07g48260.1	LOC_Os07g48260	WRKY	Os07g0680400
LOC_Os07g48450.1	LOC_Os07g48450	NAC	Os07g0683200
LOC_Os07g48550.1	LOC_Os07g48550	NAC	Os07g0684800
LOC_Os07g48570.1	LOC_Os07g48570	Dof	Os07g0685000
LOC_Os07g48630.1	LOC_Os07g48630	EIL	Os07g0685700
LOC_Os07g48630.2	LOC_Os07g48630	EIL	Os07g0685700
LOC_Os07g48660.1	LOC_Os07g48660	bZIP	Os07g0686100
LOC_Os07g48820.1	LOC_Os07g48820	bZIP	Os07g0687700
LOC_Os07g48820.2	LOC_Os07g48820	bZIP	Os07g0687700
LOC_Os08g01330.1	LOC_Os08g01330	NAC	Os08g0103900
LOC_Os08g01700.1	LOC_Os08g01700	bHLH	Os08g0108500
LOC_Os08g02160.1	LOC_Os08g02160	NAC	None
LOC_Os08g02300.1	LOC_Os08g02300	NAC	Os08g0115800
LOC_Os08g04390.2	LOC_Os08g04390	bHLH	Os08g0138500
LOC_Os08g06140.1	LOC_Os08g06140	NAC	Os08g0157900
LOC_Os08g06140.2	LOC_Os08g06140	NAC	Os08g0157900
LOC_Os08g06140.3	LOC_Os08g06140	NAC	Os08g0157900
LOC_Os08g06659.1	LOC_Os08g06659	LBD	Os08g0163800
LOC_Os08g07740.1	LOC_Os08g07740	NF-YB	Os08g0174500
LOC_Os08g07970.1	LOC_Os08g07970	bZIP	Os08g0176900
LOC_Os08g07970.2	LOC_Os08g07970	bZIP	Os08g0176900
LOC_Os08g07970.3	LOC_Os08g07970	bZIP	Os08g0176900
LOC_Os08g08160.1	LOC_Os08g08160	bHLH	Os08g0179400
LOC_Os08g09690.1	LOC_Os08g09690	NF-YA	Os08g0196700
LOC_Os08g09690.2	LOC_Os08g09690	NF-YA	Os08g0196700
LOC_Os08g09800.1	LOC_Os08g09800	WRKY	Os08g0198000
LOC_Os08g09810.1	LOC_Os08g09810	WRKY	Os08g0198100
LOC_Os08g09840.1	LOC_Os08g09840	WRKY	Os08g0198400
LOC_Os08g09900.1	LOC_Os08g09900	WRKY	Os08g0198900
LOC_Os08g10080.1	LOC_Os08g10080	NAC	Os08g0200600
LOC_Os08g10560.1	LOC_Os08g10560	NF-YC	Os08g0206500
LOC_Os08g13840.1	LOC_Os08g13840	WRKY	Os08g0235800
LOC_Os08g13840.2	LOC_Os08g13840	WRKY	Os08g0235800
LOC_Os08g14880.1	LOC_Os08g14880	FAR1	Os08g0246700
LOC_Os08g14880.1	LOC_Os08g14880	FAR1	Os08g0246800
LOC_Os08g14880.2	LOC_Os08g14880	FAR1	Os08g0246700
LOC_Os08g14880.2	LOC_Os08g14880	FAR1	Os08g0246800
LOC_Os08g14880.3	LOC_Os08g14880	FAR1	Os08g0246700
LOC_Os08g14880.3	LOC_Os08g14880	FAR1	Os08g0246800
LOC_Os08g14880.4	LOC_Os08g14880	FAR1	Os08g0246700
LOC_Os08g14880.4	LOC_Os08g14880	FAR1	Os08g0246800
LOC_Os08g15510.1	LOC_Os08g15510	FAR1	None
LOC_Os08g16370.1	LOC_Os08g16370	FAR1	Os08g0263600
LOC_Os08g17100.1	LOC_Os08g17100	Trihelix	None
LOC_Os08g17400.1	LOC_Os08g17400	WRKY	Os08g0276200
LOC_Os08g20486.1	LOC_Os08g20486	FAR1	None
LOC_Os08g23880.1	LOC_Os08g23880	NAC	Os08g0327800
LOC_Os08g25260.1	LOC_Os08g25260	FAR1	Os08g0340800
LOC_Os08g26880.1	LOC_Os08g26880	bZIP	Os08g0357300
LOC_Os08g27740.1	LOC_Os08g27740	FAR1	None
LOC_Os08g28214.1	LOC_Os08g28214	CPP	Os08g0369600
LOC_Os08g28214.2	LOC_Os08g28214	CPP	Os08g0369600
LOC_Os08g28214.3	LOC_Os08g28214	CPP	Os08g0369600
LOC_Os08g28214.4	LOC_Os08g28214	CPP	Os08g0369600
LOC_Os08g28214.5	LOC_Os08g28214	CPP	Os08g0369600
LOC_Os08g28214.6	LOC_Os08g28214	CPP	Os08g0369600
LOC_Os08g29500.1	LOC_Os08g29500	NF-YB	Os08g0383700
LOC_Os08g29500.2	LOC_Os08g29500	NF-YB	Os08g0383700
LOC_Os08g29660.1	LOC_Os08g29660	WRKY	Os08g0386200
LOC_Os08g31080.1	LOC_Os08g31080	LBD	Os08g0402100
LOC_Os08g32440.1	LOC_Os08g32440	FAR1	None
LOC_Os08g33270.1	LOC_Os08g33270	FAR1	None
LOC_Os08g33530.1	LOC_Os08g33530	TCP	Os08g0432300
LOC_Os08g33590.1	LOC_Os08g33590	bHLH	Os08g0432800
LOC_Os08g33670.1	LOC_Os08g33670	NAC	Os08g0433500
LOC_Os08g33910.1	LOC_Os08g33910	NAC	Os08g0436700
LOC_Os08g34010.1	LOC_Os08g34010	ZF-HD	Os08g0438400
LOC_Os08g36450.1	LOC_Os08g36450	GeBP	Os08g0467600
LOC_Os08g36700.1	LOC_Os08g36700	HSF	Os08g0471000
LOC_Os08g36740.1	LOC_Os08g36740	bHLH	Os08g0471401
LOC_Os08g36790.1	LOC_Os08g36790	bZIP	Os08g0472000
LOC_Os08g37290.1	LOC_Os08g37290	bHLH	Os08g0477900
LOC_Os08g37400.1	LOC_Os08g37400	ZF-HD	Os08g0479400
LOC_Os08g37730.1	LOC_Os08g37730	bHLH	Os08g0483900
LOC_Os08g37810.1	LOC_Os08g37810	Trihelix	Os08g0484700
LOC_Os08g38020.1	LOC_Os08g38020	bZIP	Os08g0487100
LOC_Os08g38080.1	LOC_Os08g38080	bHLH	Os08g0487700
LOC_Os08g38210.1	LOC_Os08g38210	bHLH	Os08g0490000
LOC_Os08g38210.2	LOC_Os08g38210	bHLH	Os08g0490000
LOC_Os08g38210.4	LOC_Os08g38210	bHLH	Os08g0490000
LOC_Os08g38210.5	LOC_Os08g38210	bHLH	Os08g0490000
LOC_Os08g38220.1	LOC_Os08g38220	Dof	Os08g0490100
LOC_Os08g38780.1	LOC_Os08g38780	NF-YC	Os08g0496500
LOC_Os08g38990.1	LOC_Os08g38990	WRKY	Os08g0499300
LOC_Os08g38990.2	LOC_Os08g38990	WRKY	Os08g0499300
LOC_Os08g38990.3	LOC_Os08g38990	WRKY	Os08g0499300
LOC_Os08g38990.4	LOC_Os08g38990	WRKY	Os08g0499300
LOC_Os08g39630.1	LOC_Os08g39630	bHLH	Os08g0506700
LOC_Os08g39630.1	LOC_Os08g39630	bHLH	Os08g0506850
LOC_Os08g39830.1	LOC_Os08g39830	EIL	Os08g0508700
LOC_Os08g39830.2	LOC_Os08g39830	EIL	Os08g0508700
LOC_Os08g39890.1	LOC_Os08g39890	SBP	Os08g0509600
LOC_Os08g40030.1	LOC_Os08g40030	NAC	Os08g0511200
LOC_Os08g40260.1	LOC_Os08g40260	SBP	Os08g0513700
LOC_Os08g41320.1	LOC_Os08g41320	bHLH	Os08g0524800
LOC_Os08g41940.1	LOC_Os08g41940	SBP	Os08g0531600
LOC_Os08g42400.1	LOC_Os08g42400	NAC	Os08g0535800
LOC_Os08g42400.2	LOC_Os08g42400	NAC	Os08g0535800
LOC_Os08g42400.3	LOC_Os08g42400	NAC	Os08g0535800
LOC_Os08g42470.1	LOC_Os08g42470	bHLH	Os08g0536800
LOC_Os08g43070.1	LOC_Os08g43070	bHLH	Os08g0543700
LOC_Os08g43090.1	LOC_Os08g43090	bZIP	Os08g0543900
LOC_Os08g43160.1	LOC_Os08g43160	TCP	Os08g0544800
LOC_Os08g43334.1	LOC_Os08g43334	HSF	Os08g0546800
LOC_Os08g43334.2	LOC_Os08g43334	HSF	Os08g0546800
LOC_Os08g43410.1	LOC_Os08g43410	SRS	Os08g0547600
LOC_Os08g43600.1	LOC_Os08g43600	bZIP	Os08g0549600
LOC_Os08g44820.1	LOC_Os08g44820	NAC	Os08g0562200
LOC_Os08g44820.2	LOC_Os08g44820	NAC	Os08g0562200
LOC_Os08g44820.3	LOC_Os08g44820	NAC	Os08g0562200
LOC_Os08g44940.1	LOC_Os08g44940	LBD	Os08g0563400
LOC_Os09g01140.1	LOC_Os09g01140	GeBP	Os09g0100800
LOC_Os09g01470.1	LOC_Os09g01470	GeBP	Os09g0102300
LOC_Os09g01780.1	LOC_Os09g01780	FAR1	Os09g0105100
LOC_Os09g08460.1	LOC_Os09g08460	FAR1	None
LOC_Os09g09630.1	LOC_Os09g09630	WRKY	None
LOC_Os09g10840.1	LOC_Os09g10840	bZIP	Os09g0280500
LOC_Os09g10840.2	LOC_Os09g10840	bZIP	Os09g0280500
LOC_Os09g11390.1	LOC_Os09g11390	FAR1	None
LOC_Os09g11870.1	LOC_Os09g11870	FAR1	Os09g0290700
LOC_Os09g12380.1	LOC_Os09g12380	NAC	Os09g0295000
LOC_Os09g13570.1	LOC_Os09g13570	bZIP	Os09g0306400
LOC_Os09g13575.1	LOC_Os09g13575	bZIP	Os09g0306400
LOC_Os09g14040.1	LOC_Os09g14040	FAR1	Os09g0311200
LOC_Os09g16510.1	LOC_Os09g16510	WRKY	Os09g0334500
LOC_Os09g19950.1	LOC_Os09g19950	LBD	Os09g0364100
LOC_Os09g23230.1	LOC_Os09g23230	FAR1	Os09g0395700
LOC_Os09g24480.1	LOC_Os09g24480	TCP	Os09g0410500
LOC_Os09g24490.1	LOC_Os09g24490	bHLH	Os09g0410700
LOC_Os09g24560.1	LOC_Os09g24560	NAC	Os09g0411900
LOC_Os09g24810.1	LOC_Os09g24810	ZF-HD	Os09g0414500
LOC_Os09g24820.1	LOC_Os09g24820	ZF-HD	Os09g0414600
LOC_Os09g25040.1	LOC_Os09g25040	bHLH	Os09g0417400
LOC_Os09g25060.1	LOC_Os09g25060	WRKY	Os09g0417600
LOC_Os09g25070.1	LOC_Os09g25070	WRKY	Os09g0417800
LOC_Os09g25070.2	LOC_Os09g25070	WRKY	Os09g0417800
LOC_Os09g25510.1	LOC_Os09g25510	FAR1	None
LOC_Os09g27190.1	LOC_Os09g27190	Nin-like	Os09g0444100
LOC_Os09g27850.1	LOC_Os09g27850	GeBP	Os09g0451700
LOC_Os09g28200.1	LOC_Os09g28200	HSF	Os09g0455200
LOC_Os09g28210.1	LOC_Os09g28210	bHLH	Os09g0455300
LOC_Os09g28310.1	LOC_Os09g28310	bZIP	Os09g0456200
LOC_Os09g28354.1	LOC_Os09g28354	HSF	Os09g0456800
LOC_Os09g28900.1	LOC_Os09g28900	bHLH	Os09g0463900
LOC_Os09g29130.1	LOC_Os09g29130	ZF-HD	Os09g0466400
LOC_Os09g29360.1	LOC_Os09g29360	bHLH	Os09g0468700
LOC_Os09g29820.1	LOC_Os09g29820	bZIP	Os09g0474000
LOC_Os09g29830.1	LOC_Os09g29830	bHLH	Os09g0474100
LOC_Os09g29830.2	LOC_Os09g29830	bHLH	Os09g0474100
LOC_Os09g29830.3	LOC_Os09g29830	bHLH	Os09g0474100
LOC_Os09g29930.1	LOC_Os09g29930	bHLH	Os09g0475400
LOC_Os09g29930.2	LOC_Os09g29930	bHLH	Os09g0475400
LOC_Os09g29930.3	LOC_Os09g29930	bHLH	Os09g0475400
LOC_Os09g29960.1	LOC_Os09g29960	Dof	Os09g0475800
LOC_Os09g30310.1	LOC_Os09g30310	NF-YC	Os09g0480700
LOC_Os09g30400.1	LOC_Os09g30400	WRKY	Os09g0481700
LOC_Os09g30400.2	LOC_Os09g30400	WRKY	Os09g0481700
LOC_Os09g30400.3	LOC_Os09g30400	WRKY	Os09g0481700
LOC_Os09g31300.1	LOC_Os09g31300	bHLH	Os09g0487900
LOC_Os09g31300.2	LOC_Os09g31300	bHLH	Os09g0487900
LOC_Os09g31390.1	LOC_Os09g31390	bZIP	Os09g0489500
LOC_Os09g31390.2	LOC_Os09g31390	bZIP	Os09g0489500
LOC_Os09g31390.3	LOC_Os09g31390	bZIP	Os09g0489500
LOC_Os09g31400.1	LOC_Os09g31400	EIL	Os09g0490200
LOC_Os09g31438.1	LOC_Os09g31438	SBP	Os09g0491532
LOC_Os09g32040.1	LOC_Os09g32040	NAC	Os09g0493700
LOC_Os09g32260.1	LOC_Os09g32260	NAC	Os09g0497900
LOC_Os09g32260.2	LOC_Os09g32260	NAC	Os09g0497900
LOC_Os09g32510.1	LOC_Os09g32510	bHLH	Os09g0501600
LOC_Os09g32510.2	LOC_Os09g32510	bHLH	Os09g0501600
LOC_Os09g32510.3	LOC_Os09g32510	bHLH	Os09g0501600
LOC_Os09g32510.4	LOC_Os09g32510	bHLH	Os09g0501600
LOC_Os09g32510.5	LOC_Os09g32510	bHLH	Os09g0501600
LOC_Os09g32944.1	LOC_Os09g32944	SBP	Os09g0507100
LOC_Os09g33490.1	LOC_Os09g33490	NAC	Os09g0509100
LOC_Os09g33580.1	LOC_Os09g33580	bHLH	Os09g0510500
LOC_Os09g33580.2	LOC_Os09g33580	bHLH	Os09g0510500
LOC_Os09g34060.1	LOC_Os09g34060	bZIP	Os09g0516200
LOC_Os09g34330.1	LOC_Os09g34330	bHLH	Os09g0519100
LOC_Os09g34950.1	LOC_Os09g34950	TCP	Os09g0521300
LOC_Os09g35790.1	LOC_Os09g35790	HSF	Os09g0526600
LOC_Os09g35790.2	LOC_Os09g35790	HSF	Os09g0526600
LOC_Os09g35790.3	LOC_Os09g35790	HSF	Os09g0526600
LOC_Os09g36160.1	LOC_Os09g36160	SRS	Os09g0531600
LOC_Os09g36910.1	LOC_Os09g36910	bZIP	Os09g0540800
LOC_Os09g37710.1	LOC_Os09g37710	Nin-like	Os09g0549450
LOC_Os09g37710.2	LOC_Os09g37710	Nin-like	Os09g0549450
LOC_Os09g38000.1	LOC_Os09g38000	NAC	Os09g0552800
LOC_Os09g38010.1	LOC_Os09g38010	NAC	Os09g0552900
LOC_Os09g38010.2	LOC_Os09g38010	NAC	Os09g0552900
LOC_Os09g38570.1	LOC_Os09g38570	Trihelix	Os09g0558200
LOC_Os09g39490.1	LOC_Os09g39490	NF-YB	Os09g0568200
LOC_Os10g01530.1	LOC_Os10g01530	bHLH	Os10g0104300
LOC_Os10g02509.1	LOC_Os10g02509	BBR-BPC	Os10g0114500
LOC_Os10g02584.1	LOC_Os10g02584	BBR-BPC	Os10g0115200
LOC_Os10g02584.2	LOC_Os10g02584	BBR-BPC	Os10g0115200
LOC_Os10g02584.3	LOC_Os10g02584	BBR-BPC	Os10g0115200
LOC_Os10g02620.1	LOC_Os10g02620	BBR-BPC	Os10g0115500
LOC_Os10g06860.1	LOC_Os10g06860	FAR1	Os10g0156600
LOC_Os10g06860.1	LOC_Os10g06860	FAR1	Os10g0156701
LOC_Os10g07510.1	LOC_Os10g07510	LBD	Os10g0162600
LOC_Os10g09820.1	LOC_Os10g09820	NAC	Os10g0177000
LOC_Os10g11580.1	LOC_Os10g11580	NF-YC	Os10g0191900
LOC_Os10g14040.1	LOC_Os10g14040	FAR1	Os10g0207600
LOC_Os10g18099.1	LOC_Os10g18099	WRKY	None
LOC_Os10g19270.1	LOC_Os10g19270	FAR1	Os10g0338300
LOC_Os10g21560.1	LOC_Os10g21560	NAC	Os10g0359500
LOC_Os10g21560.2	LOC_Os10g21560	NAC	Os10g0359500
LOC_Os10g22430.1	LOC_Os10g22430	GRAS	Os10g0369600
LOC_Os10g22950.1	LOC_Os10g22950	CAMTA	Os10g0375600
LOC_Os10g23050.1	LOC_Os10g23050	bHLH	Os10g0376900
LOC_Os10g25620.1	LOC_Os10g25620	NAC	Os10g0395650
LOC_Os10g25620.1	LOC_Os10g25620	NAC	Os10g0395700
LOC_Os10g25640.1	LOC_Os10g25640	NAC	Os10g0396050
LOC_Os10g25850.1	LOC_Os10g25850	NF-YA	Os10g0397900
LOC_Os10g26240.1	LOC_Os10g26240	NAC	Os10g0401550
LOC_Os10g26410.1	LOC_Os10g26410	bHLH	Os10g0403800
LOC_Os10g26460.1	LOC_Os10g26460	bHLH	Os10g0404300
LOC_Os10g26620.1	LOC_Os10g26620	Dof	Os10g0406300
LOC_Os10g27360.1	LOC_Os10g27360	NAC	Os10g0413700
